바코드,브랜드,제조사,유통사,제품명,품목보고번호,품목유형
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 D(생산중단),19790257016103,자연치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 K(생산중단),19790257016118,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 K50(생산중단),1979025701640,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 K65C(생산중단),1979025701664,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 N(생산중단),19790257016102,자연치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NA50,1979025701666,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NA75C,1979025701665,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NA90C,1979025701663,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NAU 50,19790257016285,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NU100,19790257016275,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NU50C,19790257016199,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NU90C,19790257016179,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NU90G,19790257016390,자연치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 NZ100,19790257016400,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 Q(생산중단),19790257016107,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 S(생산중단),19790257016106,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈 U75C(생산중단),19790257016110,생치즈
,,남양유업 주식회사 세종공장,,남양 로젠하임 피자치즈(Pizza Piatti 용)(생산중단),19790257016131,생치즈
,,남양유업 주식회사 나주공장,,남양 루카스나인 더블샷라떼,20120512043142,커피
,,남양유업 주식회사 나주공장,,남양 루카스나인 라떼,20120512043140,커피
,,남양유업 주식회사 나주공장,,남양 루카스나인 바닐라라떼,20120512043144,커피
,,남양유업 주식회사 세종공장,,남양 리쪼 딸기(생산중단),19790257016122,농후발효유
,,남양유업 주식회사 세종공장,,남양 리쪼 망고(생산중단),19790257016138,농축우유
,,남양유업 주식회사 세종공장,,남양 리쪼(생산중단),19790257016120,농후발효유
,,남양유업 주식회사 천안신공장,,남양 맛있는 우유 GT,2002044800223,우유
,,남양유업(주) 나주공장,,남양 맛있는 우유 GT,2008050200210,우유
,,남양유업(주) 경주공장,,남양 맛있는 우유 GT,197905320019,우유
,,남양유업 주식회사 천안공장,,남양 맛있는 우유 GT <멸균제품 >,1964044800135,우유
,,남양유업(주) 나주공장,,남양 맛있는 우유 GT 3번 더 좋은 우유,2008050200230,저지방우유
,,남양유업(주) 경주공장,,남양 맛있는 우유 GT 무지방,19790532001119,가공유
,,남양유업(주) 나주공장,,남양 맛있는 우유 GT 저지방,2008050200227,저지방우유
,,남양유업(주) 경주공장,,남양 맛있는 우유 GT 저지방,1979053200150,저지방우유
,,남양유업 주식회사 천안신공장,,남양 맛있는 우유 GT 프리미엄(위탁판매),2002044800251,강화우유
,,남양유업(주) 경주공장,,남양 맛있는 우유 딸기,19790532001170,가공유
,,남양유업(주) 나주공장,,남양 맛있는 우유 딸기,20080502002248,저지방가공유
,,남양유업 주식회사 천안신공장,,남양 맛있는 우유 딸기,200204480024,저지방가공유
,,남양유업(주) 나주공장,,남양 맛있는 우유 쵸코,20080502002304,가공유
,,남양유업 주식회사 천안신공장,,남양 맛있는우유 GT 유기농,2002044800217,우유
,,남양유업 주식회사 천안신공장,,남양 맛있는우유 쵸코,200204480025,저지방가공유
,,남양유업(주) 경주공장,,남양 맛있는우유GT,19790532001145,우유
,,남양유업(주) 나주공장,,남양 망고 요구르트,20080502002292,발효유
,,남양유업 주식회사 세종공장,,남양 모짜렐라 치즈,19790257016608,자연치즈
,,남양유업 주식회사 나주공장,,남양 모카믹스,2012051204355,커피
,,남양유업 주식회사 천안신공장,,남양 목장우유 GT (수출용),2002044800274,우유
,,남양유업 주식회사 세종공장,,남양 무지방우유,19790257016188,우유
,,남양유업(주) 나주공장,,남양 바닐라에몽,20080502002280,저지방가공유
,,남양유업 주식회사 세종공장,,남양 불가리스 20s 트루 베리믹스(생산중단),1979025701661,농후발효유
,,남양유업 주식회사 세종공장,,남양 불가리스 20s 트루 사과(생산중단),1979025701662,농후발효유
,,남양유업 주식회사 세종공장,,남양 불가리스 20s 트루 플레인(생산중단),1979025701660,농후발효유
,,남양유업 주식회사 세종공장,,남양 불가리스 milk 100,19790257016211,농후발효유
,,남양유업 주식회사 세종공장,,남양 불가리스 milk100,19790257016248,발효유류
,,남양유업 주식회사 세종공장,,남양 불가리스 매실(생산중단),19790257016128,농후발효유
,,남양유업(주) 경주공장,,남양 불가리스 사과,19790532001176,농후발효유
,,남양유업(주) 나주공장,,남양 불가리스 위쎈,20080502002295,농후발효유
,,남양유업(주) 경주공장,,남양 불가리스 키즈(Kids),1979053200126,발효유
,,남양유업 주식회사 세종공장,,남양 불가리스 프라임 플레인(생산중단),19790257016145,농후발효유
,,남양유업(주) 나주공장,,남양 수박 요구르트,20080502002296,발효유
,,남양유업 주식회사 세종공장,,남양 슬라이스 치즈(생산중단),19790257016166,연성가공치즈
,,남양유업 주식회사 천안공장,,남양 식물성 크리머,1989044900297,식물성크림
,,남양유업주식회사 세종공장,,남양 식물성크리머1,19790257001229,식물성크림
,,남양유업 주식회사 세종공장,,남양 신선우유(생산중단),19790257016121,우유
,,남양유업주식회사 경주공장,,남양 써핑쿨 복숭아,198005380182,유산균음료
,,남양유업주식회사 경주공장,,남양 써핑쿨 자두,1980053801822,유산균음료
,,남양유업주식회사 경주공장,,남양 써핑쿨 파인애플,198005380188,유산균음료
,,남양유업 주식회사 천안공장,,남양 아기꼬야 이온케어,19890449002126,혼합음료
,,남양유업 주식회사 천안공장,,남양 아기랑 쌀이랑 1,1989044900294,기타영.유아식
,,남양유업 주식회사 천안공장,,남양 아기랑 쌀이랑 2,1989044900293,기타영.유아식
,,남양유업 주식회사 천안신공장,,남양 아름다운 우유 GT,2002044800232,저지방가공유
,,남양유업 주식회사 천안공장,,남양 아이꼬야 이온케어,19890449002137,기타 영.유아식
,,남양유업주식회사 경주공장,,남양 아이꼬야 이온케어,1980053801821,기타 영.유아식
,,남양유업 주식회사 천안공장,,남양 아이스 믹스 1,1964044800172,아이스크림믹스
,,남양유업 주식회사 천안공장,,남양 아이스 믹스 10,19640448001106,아이스밀크믹스
,,남양유업 주식회사 천안공장,,남양 아이스 믹스 2,1964044800178,아이스크림믹스
,,남양유업 주식회사 천안공장,,남양 아이스 믹스 3,1964044800173,아이스크림믹스
,,남양유업 주식회사 천안공장,,남양 아이스 믹스 4,1964044800179,아이스크림믹스
,,남양유업 주식회사 천안공장,,남양 아이스 믹스 5,1964044800174,아이스크림믹스
,,남양유업 주식회사 천안공장,,남양 아이스 믹스 8,1964044800195,아이스밀크믹스
,,남양유업 주식회사 천안공장,,남양 아이스크림 믹스 두유맛,1964044800145,아이스크림믹스
,,남양유업 주식회사 천안공장,,남양 아이스크림 믹스 우유맛,1964044800144,아이스크림믹스
,,남양유업 주식회사 천안공장,,남양 아인슈타인,1964044800183,가공유
,,남양유업(주) 경주공장,,남양 아인슈타인,19790532001148,가공유
,,남양유업(주) 나주공장,,남양 아인슈타인 베이비,2008050200236,가공유
,,남양유업(주) 경주공장,,남양 아인슈타인 베이비,1979053200115,강화우유
,,남양유업 주식회사 세종공장,,남양 아인슈타인(생산중단),19790257016134,우유
,,남양유업(주) 나주공장,,남양 아침목장 우유,20080502002243,우유
,,남양유업(주) 경주공장,,남양 아침목장 우유,19790532001114,우유류
,,남양유업 주식회사 천안신공장,,남양 아침목장 우유,2002044800242,우유
,,남양유업 주식회사 세종공장,,남양 엑스트라셀렉션 분유 1(생산중단),19790257016143,조제분유
,,남양유업 주식회사 세종공장,,남양 엑스트라컬렉션 분유 2(생산중단),19790257016144,조제분유
,,남양유업 주식회사 천안공장,,남양 오미남 오미녀 와일드 다크 카카오,1964044800190,가공유
,,남양유업 주식회사 천안공장,,남양 오미남 오미녀 키스미 크림 스트로베리,1964044800189,가공유
,,남양유업(주) 나주공장,,남양 요구르트,20080502002262,발효유
,,남양유업(주) 경주공장,,남양 요구르트,1979053200123,발효유
,,남양유업 주식회사 세종공장,,남양 요구르트,1979025701611,발효유
,,남양유업 주식회사 세종공장,,남양 요구르트 배양액,19790257016396,농후발효유
,,남양유업 주식회사 천안공장,,남양 우유(C),1964044800119,우유
,,남양유업 주식회사 세종공장,,남양 유기농 불가리스 플레인,19790257016281,농후발효유
,,남양유업 주식회사 세종공장,,남양 유기농 산양분유 1,19790257016296,조제분유
,,남양유업 주식회사 세종공장,,남양 유기농 산양분유 2,19790257016295,조제분유
,,남양유업주식회사 세종공장,,남양 유기농 엄마의 작품 12개월 이후,19790257001175,기타영.유아식
,,남양유업주식회사 세종공장,,남양 유기농 엄아의작품9개월이후,19790257001128,기타영.유아식
,,남양유업 주식회사 세종공장,,남양 유기농 이오(생산중단),1979025701668,발효유
,,남양유업 주식회사 천안공장,,남양 유기농 크림,1964044800165,유크림
,,남양유업 주식회사 천안신공장,,남양 유기농 크림,2002044800269,유크림
,,남양유업 주식회사 천안공장,,남양 유기농 크림,1964044800171,유크림
,,남양유업 주식회사 세종공장,,남양 유기농 크림,19790257016206,유크림
,,남양유업 주식회사 세종공장,,남양 유기농분유 1(생산중단),1979025701622,조제분유
,,남양유업 주식회사 세종공장,,남양 유기농분유 2(생산중단),1979025701623,조제분유
,,남양유업 주식회사 세종공장,,남양 유산균 음료,19790257016274,발효유
,,남양유업(주) 나주공장,,남양 이오,20080502002263,발효유
,,남양유업 주식회사 세종공장,,남양 이오,1979025701667,발효유
,,남양유업(주) 나주공장,,남양 이오 블루베리,20080502002260,발효유
,,남양유업 주식회사 세종공장,,남양 이오 블루베리,19790257016254,발효유
,,남양유업(주) 나주공장,,남양 이오 사과,20080502002264,발효유
,,남양유업 주식회사 세종공장,,남양 이오 사과,19790257016255,발효유
,,남양유업 주식회사 세종공장,,남양 이오 웰빙(생산중단),1979025701624,발효유
,,남양유업(주) 경주공장,,남양 이오 하이,19790532001131,발효유
,,남양유업 주식회사 천안공장,,남양 임페리얼 XO Royal Class 1,1964044800141,영아용 조제유
,,남양유업 주식회사 천안공장,,남양 임페리얼 XO Royal Class 2,1964044800150,영아용 조제유
,,남양유업 주식회사 천안공장,,남양 임페리얼 드림 XO Five Solution 3,1989044900264,성장기용조제식
,,남양유업 주식회사 천안공장,,남양 임페리얼 드림 XO Five Solution 4,1989044900263,성장기용조제식
,,남양유업 주식회사 천안공장,,남양 임페리얼 드림 XO 알레기-1 액상형,1989044900225,영․유아용 특수조제식품
,,남양유업 주식회사 세종공장,,남양 임페리얼 분유 XO 1(생산중단),19790257016152,조제분유
,,남양유업 주식회사 세종공장,,남양 임페리얼 분유 XO 2(생산중단),19790257016153,조제분유
,,남양유업주식회사 세종공장,,남양 임페리얼드림 XO After formula,19790257001257,성장기용조제식
,,남양유업주식회사 세종공장,,남양 임페리얼드림 XO Doctor 닥터 설사를 하는 아기용,1979025700159,영․유아용 특수조제식품
,,남양유업 주식회사 천안공장,,남양 임페리얼드림 XO World Class 2,1989044900287,성장기용조제식
,,남양유업 주식회사 천안공장,,남양 임페리얼드림 XO World Class 3,1989044900288,성장기용조제식
,,남양유업주식회사 세종공장,,남양 임페리얼드림 XO 알레기-2,1979025700161,영․유아용 특수조제식품
,,남양유업주식회사 세종공장,,남양 임페리얼드림 XO 이른둥이,1979025700188,영․유아용 특수조제식품
,,남양유업 주식회사 세종공장,,남양 자연의 시작 불가리스 Gold 사과,1979025701673,농후발효유
,,남양유업 주식회사 세종공장,,남양 자연의 시작 불가리스 딸기,19790257016272,발효유류
,,남양유업(주) 경주공장,,남양 자연의 시작 불가리스 딸기,19790532001135,농후발효유
,,남양유업(주) 나주공장,,남양 자연의 시작 불가리스 딸기,20080502002247,농후발효유
,,남양유업 주식회사 세종공장,,남양 자연의 시작 불가리스 매실(생산중단),1979025701675,농후발효유
,,남양유업(주) 경주공장,,남양 자연의 시작 불가리스 복숭아,197905320015,농후발효유
,,남양유업 주식회사 세종공장,,남양 자연의 시작 불가리스 블루베리,19790257016273,농후발효유
,,남양유업 주식회사 세종공장,,남양 자연의 시작 불가리스 사과,1979025701674,농후발효유
,,남양유업(주) 나주공장,,남양 자연의 시작 불가리스 사과,20080502002237,농후발효유
,,남양유업 주식회사 세종공장,,남양 자연의 시작 불가리스 저지방(생산중단),1979025701686,농후발효유
,,남양유업(주) 경주공장,,남양 자연의 시작 불가리스 포도,197905320017,농후발효유
,,남양유업 주식회사 세종공장,,남양 자연의 시작 불가리스 포도,1979025701614,농후발효유
,,남양유업(주) 경주공장,,남양 자연의 시작 불가리스 플레인,19790532001113,농후발효유
,,남양유업 주식회사 세종공장,,남양 자연의 시작 불가리스 플레인,197902570161,농후발효유
,,남양유업 주식회사 세종공장,,남양 저지방우유1%(생산중단),1979025701679,저지방우유
,,남양유업 주식회사 세종공장,,남양 전지농축유,19790257016399,농축우유
,,남양유업 주식회사 천안공장,,남양 전지농축유,1964044800166,농축우유
,,남양유업 주식회사 천안공장,,남양 진콩두유,198904490021,가공두유
,,남양유업 주식회사 천안신공장,,남양 진한우유 GT (수출용),2002044800275,우유
,,남양유업 주식회사 천안공장,,남양 초코딸기우유,19640448001105,가공유
,,남양유업(주) 나주공장,,남양 초코바나나에몽,20080502002283,가공유
,,남양유업 주식회사 천안공장,,남양 초코바나나우유,19640448001104,가공유
,,남양유업(주) 경주공장,,남양 초코에몽,19790532001117,가공유
,,남양유업 주식회사 천안신공장,,남양 초코에몽,2002044800253,가공유
,,남양유업 주식회사 나주공장,,남양 커피농축액A(반제품),2012051204317,액상커피
,,남양유업 주식회사 나주공장,,남양 커피에몽,20120512043122,커피
,,남양유업(주) 나주공장,,남양 커피에몽,20080502002274,저지방가공유
,,남양유업 주식회사 세종공장,,남양 콰트로 치즈,19790257016344,가공치즈
,,남양유업 주식회사 천안신공장,,남양 쿠키&크림에몽,2002044800263,저지방가공유
,,남양유업(주) 나주공장,,남양 쿠키&크림에몽,20080502002275,저지방가공유
,,남양유업(주) 경주공장,,남양 쿠키&크림에몽,19790532001163,가공유
,,남양유업(주) 나주공장,,남양 크림,20080502002242,유크림
,,남양유업 주식회사 천안공장,,남양 크림,1964044800114,유크림
,,남양유업(주) 경주공장,,남양 크림,1979053200151,유크림
,,남양유업 주식회사 천안공장,,남양 탈지농축유,1964044800180,탈지농축우유
,,남양유업 주식회사 세종공장,,남양 탈지농축유,19790257016402,탈지농축우유
,,남양유업 주식회사 세종공장,,남양 탈지분유,19790257016184,탈지분유
,,남양유업 주식회사 천안공장,,남양 탈지우유,1964044800112,우유
,,남양유업(주) 경주공장,,남양 탈지우유,19790532001166,우유
,,남양유업 주식회사 천안신공장,,남양 탈지우유,2002044800255,저지방우유
,,남양유업 주식회사 나주공장,,남양 프렌치카페,2012051204342,커피
,,남양유업 주식회사 나주공장,,남양 프렌치카페 아라비카 골드라벨,2012051204343,커피
,,남양유업주식회사 세종공장,,남양 프렌치카페 카페믹스,19790257001228,조제커피
,,남양유업 주식회사 나주공장,,남양 프렌치카페 카페믹스,20120512043132,커피
,,남양유업주식회사 세종공장,,남양 프렌치카페 카페믹스 Classic,19790257001195,조제커피
,,남양유업주식회사 세종공장,,남양 프렌치카페 카페믹스 누보,19790257001221,인스턴트커피
,,남양유업주식회사 세종공장,,남양 프렌치카페 카페믹스 아라비카 골드라벨,19790257001220,조제커피
,,남양유업 주식회사 나주공장,,남양 프렌치카페 카페믹스 아라비카 골드라벨,2012051204333,조제커피
,,남양유업주식회사 세종공장,,남양 프렌치카페 카페믹스 아라비카 골드라벨 누보,19790257001222,인스턴트커피
,,남양유업주식회사 세종공장,,남양 프렌치카페 카페믹스 아이스,19790257001259,커피
,,남양유업 주식회사 세종공장,,남양 프로바이오틱 1000억 시너지 청사과,19790257016192,발효유
,,남양유업(주) 나주공장,,남양 프로바이오틱 1000억 시너지 청포도,20080502002126,발효유
,,남양유업 주식회사 세종공장,,남양 프로바이오틱 1000억 시너지 청포도,19790257016259,발효유
,,남양유업(주) 나주공장,,남양 프로바이오틱 1000억 시너지 플레인,20080502002267,발효유
,,남양유업(주) 나주공장,,남양 프로바이오틱 1000억 청사과,20080502002251,발효유
,,남양유업 주식회사 세종공장,,남양 프로바이오틱 1000억 청포도,19790257016193,발효유
,,남양유업 주식회사 천안공장,,남양 하루근력 액상,19890449002156,가공두유
,,남양유업주식회사 세종공장,,남양 호프 알레기-1,1979025700160,영․유아용 특수조제식품
,,남양유업(주) 경주공장,,남양 화이트 초코에몽,19790532001129,유음료
,,남양유업 주식회사 천안공장,,남양 화이트 초코에몽,1964044800188,가공유
,,남양유업 주식회사 천안공장,,남양 휘핑크림,1964044800128,가공유크림
,,남양유업 주식회사 세종공장,,남양로얄(Royal)요구르트(생산중단),19790257016119,농후발효유
,,남양유업주식회사 세종공장,,남양로젠하임 임실49피자치즈,19790257001108,기타가공품
,,남양유업주식회사 세종공장,,남양로젠하임피자치즈 NS75C,19790257001106,기타가공품
,,남양유업주식회사 세종공장,,남양로젠하임피자치즈N140C,19790257001114,기타가공품
,,남양유업주식회사 세종공장,,남양로젠하임피자치즈N140C,19790257001113,기타가공품
,,남양유업주식회사 세종공장,,남양로젠하임피자치즈NS65C,19790257001107,기타가공품
,,남양유업 주식회사 천안신공장,,남양목장우유 GT 날씬한 무지방 (수출용),2002044800277,가공유
,,남양유업 주식회사 천안신공장,,남양목장우유 GT 슈퍼밀크 (수출용),2002044800276,강화우유
,,남양유업주식회사 세종공장,,남양미숙아분유,197902570012,특수의료용도등식품
,,남양유업 주식회사 세종공장,,남양분유 秀 1(생산중단),1979025701618,조제분유
,,남양유업 주식회사 세종공장,,남양분유 秀 2(생산중단),1979025701619,조제분유
,,남양유업 주식회사 세종공장,,남양분유 사이언스 1(생산중단),1979025701612,조제분유
,,남양유업 주식회사 세종공장,,남양분유 사이언스 2(생산중단),1979025701613,조제분유
,,남양유업 주식회사 세종공장,,남양불가리스 포도(생산중단),19790257016129,농후발효유
,,남양유업(주) 경주공장,,남양우유 S,19790532001140,우유
,,남양유업(주) 경주공장,,남양우유(롯데제과),19790532001115,우유류
,,남양유업(주) 경주공장,,남양이오,197905320018,발효유
,,남양유업 주식회사 천안공장,,남양임페리얼드림XO-3,1989044900224,성장기용조제식
,,남양유업 주식회사 천안공장,,남양임페리얼드림XO-4,1989044900223,성장기용조제식
,,남양유업 주식회사 천안공장,,남양전지분유,1964044800122,전지분유
,,남양유업 주식회사 천안공장,,남양케토니아,1989044900210,영․유아용 특수조제식품
,,남양유업 주식회사 세종공장,,남양크림,1979025701692,유크림
,,남양유업 주식회사 천안신공장,,남양크림,2002044800234,유크림
,,남양유업 주식회사 천안신공장,,남양크림 리치,2002044800252,유크림
,,남양유업(주) 경주공장,,남양크림 리치,19790532001136,유크림
,,남양유업주식회사 세종공장,,남양키플러스고소한맛,19790257001137,기타영.유아식
,,남양유업 주식회사 천안공장,,남양탈지분유,1964044800121,탈지분유
,,남양유업주식회사 천안신공장,,남양프렌치카페모카초코,200204490195,액상커피
,,남양유업 주식회사 나주공장,,남양프렌치카페카페믹스아이스,201205120437,조제커피
,,남양유업주식회사 천안신공장,,남양프렌치카페카페오레,200204490196,액상커피
,,남양유업주식회사 천안신공장,,남양프렌치카페카푸치노,200204490197,액상커피
,,남양유업(주) 경주공장,,내가 아는 그 고급진 생초콜릿 드링크,19790532001168,가공유
,,남양유업 주식회사 세종공장,,"내몸을 위한 한컵, 요거트",19790257016265,농후발효유
,,남양유업(주) 나주공장,,논산 딸기가 든 1등급 우유,2008050200254,저지방가공유
,,남양유업(주) 경주공장,,논산딸기가 든 1등급 우유,19790532001126,저지방가공유
,,남양유업주식회사 세종공장,,뉴리즈 무유당영아조제분유,19790257001234,영아용조제식
,,남양유업(주) 나주공장,,다방커피 우유,20080502002244,유음료
,,남양유업 주식회사 천안공장,,달지않고 고소한 맛있는 두유 GT 건,19890449002125,가공두유
